10|10|
0|0|45|45|45|0|0|0|1|48
0|1|45|45|45|0|0|0|1|48
0|2|86|45|45|0|0|0|1|48
0|3|45|45|45|0|0|0|1|48
0|4|45|45|45|0|0|0|1|48
0|5|45|45|45|0|0|0|1|48
0|6|45|45|45|0|0|0|1|48
0|7|45|45|45|0|0|0|1|48
0|8|67|50|45|0|0|0|1|48
0|9|45|45|45|0|0|0|1|48
1|0|45|45|45|0|0|0|1|48
1|1|45|45|45|0|0|0|1|48
1|2|45|45|45|0|0|0|1|48
1|3|45|45|45|0|0|0|1|48
1|4|45|45|45|0|0|0|1|48
1|5|45|45|45|0|0|0|1|48
1|6|45|45|45|0|0|0|1|48
1|7|67|50|65|108|100|0|1|50
1|8|84|50|45|0|0|0|1|48
1|9|67|50|45|0|0|0|1|48
2|0|45|45|45|0|0|0|1|48
2|1|45|45|45|0|0|0|1|48
2|2|45|45|45|0|0|0|1|48
2|3|45|45|45|0|0|0|1|48
2|4|45|45|45|0|0|0|1|48
2|5|45|45|45|0|0|0|1|48
2|6|45|45|45|0|0|0|1|48
2|7|45|45|45|0|0|0|1|48
2|8|67|50|45|0|0|0|0|8
2|9|45|45|45|0|0|0|1|48
3|0|45|45|45|0|0|0|1|48
3|1|45|45|45|0|0|0|1|48
3|2|45|45|45|0|0|0|1|48
3|3|45|45|45|0|0|0|1|48
3|4|45|45|45|0|0|0|1|48
3|5|45|45|45|0|0|0|1|48
3|6|45|45|45|0|0|0|1|48
3|7|45|45|45|0|0|0|1|48
3|8|45|45|45|0|0|0|1|48
3|9|45|45|45|0|0|0|1|48
4|0|45|45|45|0|0|0|1|48
4|1|45|45|45|0|0|0|1|48
4|2|45|45|45|0|0|0|1|48
4|3|45|45|45|0|0|0|1|48
4|4|45|45|45|0|0|0|1|48
4|5|45|45|45|0|0|0|1|48
4|6|86|50|75|402|200|0|1|50
4|7|86|50|45|0|0|0|0|7
4|8|86|50|87|301|150|0|1|50
4|9|45|45|45|0|0|0|1|48
5|0|45|45|45|0|0|0|1|48
5|1|45|45|75|401|200|2|1|49
5|2|86|45|45|0|0|0|1|48
5|3|45|45|45|0|0|0|1|48
5|4|45|45|45|0|0|0|1|48
5|5|45|45|45|0|0|0|1|48
5|6|45|45|45|0|0|0|1|48
5|7|45|45|45|0|0|0|1|48
5|8|45|45|45|0|0|0|1|48
5|9|45|45|45|0|0|0|1|48
6|0|86|49|45|0|0|0|1|-118
6|1|86|49|45|0|0|0|1|48
6|2|45|45|45|0|0|0|1|48
6|3|45|45|45|0|0|0|1|48
6|4|45|45|45|0|0|0|1|48
6|5|45|45|45|0|0|0|1|48
6|6|45|45|45|0|0|0|1|48
6|7|45|45|45|0|0|0|1|48
6|8|86|45|45|0|0|0|1|48
6|9|45|45|45|0|0|0|1|48
7|0|45|45|45|0|0|0|1|48
7|1|67|49|65|103|100|3|1|49
7|2|45|45|45|0|0|0|1|48
7|3|45|45|45|0|0|0|1|48
7|4|45|45|45|0|0|0|1|48
7|5|45|45|45|0|0|0|1|48
7|6|45|45|45|0|0|0|1|48
7|7|86|45|45|0|0|0|1|48
7|8|45|45|45|0|0|0|1|48
7|9|45|45|45|0|0|0|1|48
8|0|67|49|83|202|120|1|1|49
8|1|84|49|45|0|0|0|1|48
8|2|67|49|87|304|150|2|1|49
8|3|45|45|45|0|0|0|1|48
8|4|45|45|45|0|0|0|1|48
8|5|45|45|45|0|0|0|1|48
8|6|45|45|45|0|0|0|1|48
8|7|86|45|45|0|0|0|1|48
8|8|45|45|45|0|0|0|1|48
8|9|45|45|45|0|0|0|1|48
9|0|45|45|45|0|0|0|1|48
9|1|67|49|83|205|120|1|1|49
9|2|45|45|45|0|0|0|1|48
9|3|45|45|45|0|0|0|1|48
9|4|45|45|45|0|0|0|1|48
9|5|45|45|45|0|0|0|1|48
9|6|45|45|45|0|0|0|1|48
9|7|45|45|45|0|0|0|1|48
9|8|45|45|45|0|0|0|1|48
9|9|45|45|45|0|0|0|1|48
49|43|6|9|401
50|45|2|4|402
50|9.
